#chrom	start	end	name	score	strand	thickStart	thicEnd	itemRGB	blockCount	blockSizes	blockStart	deepTools_group
IV	1277592	1278545	YDR405W	.	+	1277592	1278545	0	1	953	1277591	Q2
XIII	422398	424741	YMR078C	.	-	422398	424741	0	1	2343	422394	Q2
X	234176	236499	YJL101C	.	-	234176	236499	0	1	2323	234174	Q2
X	526699	528494	YJR049C	.	-	526699	528494	0	1	1795	526694	Q2
IX	278396	279946	YIL039W	.	+	278396	279946	0	1	1550	278394	Q2
IV	1003952	1005256	YDR268W	.	+	1003952	1005256	0	1	1304	1003951	Q2
II	732506	734648	YBR260C	.	-	732506	734648	0	1	2142	732499	Q2
XII	524633	528050	YLR187W	.	+	524633	528050	0	1	3417	524628	Q2
XII	517906	520472	YLR182W	.	+	517906	520472	0	1	2566	517901	Q2
II	96341	100154	YBL066C	.	-	96341	100154	0	1	3813	96332	Q2
X	677354	678724	YJR136C	.	-	677354	678724	0	1	1370	677348	Q2
XIII	413814	416150	YMR075W	.	+	413814	416150	0	1	2336	413810	Q2
XV	894439	896411	YOR308C	.	-	894439	896411	0	1	1972	894431	Q2
IX	363209	364635	YIR004W	.	+	363209	364635	0	1	1426	363206	Q2
VII	1014231	1016791	YGR261C	.	-	1014231	1016791	0	1	2560	1014230	Q2
VII	494506	495338	YGL002W	.	+	494506	495338	0	1	832	494502	Q2
IV	433496	434108	YDL008W	.	+	433496	434108	0	1	612	433492	Q2
XV	530388	531451	YOR111W	.	+	530388	531451	0	1	1063	530383	Q2
XI	273368	275168	YKL089W	.	+	273368	275168	0	1	1800	273366	Q2
XIV	126692	129180	YNL272C	.	-	126692	129180	0	1	2488	126691	Q2
VII	995605	996613	YGR251W	.	+	995605	996613	0	1	1008	995596	Q2
XVI	337369	338686	YPL112C	.	-	337369	338686	0	1	1317	337366	Q2
XI	74771	75581	YKL196C	.	-	74771	75581	0	1	810	74764	Q2
I	136865	137637	YAL008W	.	+	136865	137637	0	1	772	136864	Q2
VII	272380	274601	YGL125W	.	+	272380	274601	0	1	2221	272378	Q2
XII	828682	829513	YLR350W	.	+	828682	829513	0	1	831	828674	Q2
IV	1407352	1410192	YDR475C	.	-	1407352	1410192	0	1	2840	1407351	Q2
V	228378	229356	YER038W-A	.	+	228378	229356	0	1	978	228376	Q2
XIII	848654	850325	YMR289W	.	+	848654	850325	0	1	1671	848646	Q2
VII	349576	350613	YGL085W	.	+	349576	350613	0	1	1037	349573	Q2
VI	154322	155917	YFR005C	.	-	154322	155917	0	1	1595	154321	Q2
VI	119387	123209	YFL008W	.	+	119387	123209	0	1	3822	119386	Q2
XII	66684	68283	YLL036C	.	-	66684	68283	0	1	1599	66678	Q2
XII	868570	871383	YLR373C	.	-	868570	871383	0	1	2813	868562	Q2
II	21601	23802	YBL103C	.	-	21601	23802	0	1	2201	21599	Q2
XIII	809447	810816	YMR272C	.	-	809447	810816	0	1	1369	809439	Q2
IV	1431002	1432311	YDR489W	.	+	1431002	1432311	0	1	1309	1431001	Q2
IV	486696	488057	YDR021W	.	+	486696	488057	0	1	1361	486692	Q2
X	246448	247046	YJL096W	.	+	246448	247046	0	1	598	246446	Q2
XV	422474	423917	YOR049C	.	-	422474	423917	0	1	1443	422470	Q2
VII	553976	555044	YGR033C	.	-	553976	555044	0	1	1068	553971	Q2
XII	776256	777879	YLR321C	.	-	776256	777879	0	1	1623	776249	Q2
I	87263	87862	YAL030W	.	+	87263	87862	0	1	599	87255	Q2
II	270844	273765	YBR017C	.	-	270844	273765	0	1	2921	270842	Q2
XIII	139030	140234	YML067C	.	-	139030	140234	0	1	1204	139029	Q2
IV	907316	909969	YDR221W	.	+	907316	909969	0	1	2653	907307	Q2
XII	644326	645074	YLR254C	.	-	644326	645074	0	1	748	644320	Q2
IV	98421	99315	YDL202W	.	+	98421	99315	0	1	894	98412	Q2
VII	917035	919553	YGR212W	.	+	917035	919553	0	1	2518	917026	Q2
XVI	552007	553429	YPL003W	.	+	552007	553429	0	1	1422	552002	Q2
VIII	273858	276544	YHR084W	.	+	273858	276544	0	1	2686	273856	Q2
II	119305	122102	YBL052C	.	-	119305	122102	0	1	2797	119304	Q2
II	406460	407255	YBR082C	.	-	406460	407255	0	1	795	406456	Q2
XVI	472931	474951	YPL042C	.	-	472931	474951	0	1	2020	472927	Q2
XV	301325	303202	YOL013C	.	-	301325	303202	0	1	1877	301322	Q2
IV	827528	829081	YDR182W	.	+	827528	829081	0	1	1553	827520	Q2
XIV	86209	87315	YNL290W	.	+	86209	87315	0	1	1106	86201	Q2
XVI	582854	584145	YPR011C	.	-	582854	584145	0	1	1291	582849	Q2
VII	476151	478723	YGL009C	.	-	476151	478723	0	1	2572	476147	Q2
X	544054	544781	YJR057W	.	+	544054	544781	0	1	727	544049	Q2
II	645511	645991	YBR210W	.	+	645511	645991	0	1	480	645505	Q2
VII	379705	381314	YGL065C	.	-	379705	381314	0	1	1609	379702	Q2
IV	17466	19288	YDL243C	.	-	17466	19288	0	1	1822	17465	Q2
IV	1512061	1513665	YDR539W	.	+	1512061	1513665	0	1	1604	1512060	Q2
XIII	658368	659241	YMR197C	.	-	658368	659241	0	1	873	658362	Q2
XIV	287784	289222	YNL187W	.	+	287784	289222	0	1	1438	287782	Q2
XI	31884	34145	YKL213C	.	-	31884	34145	0	1	2261	31881	Q2
XI	330135	330753	YKL058W	.	+	330135	330753	0	1	618	330132	Q2
V	455058	456064	YER142C	.	-	455058	456064	0	1	1006	455054	Q2
III	130642	131598	YCR009C	.	-	130642	131598	0	1	956	130641	Q2
XVI	393980	396722	YPL084W	.	+	393980	396722	0	1	2742	393977	Q2
XIII	144941	145962	YML064C	.	-	144941	145962	0	1	1021	144940	Q2
XI	203515	205397	YKL127W	.	+	203515	205397	0	1	1882	203513	Q2
IX	166376	167547	YIL106W	.	+	166376	167547	0	1	1171	166375	Q2
IV	668825	671049	YDR107C	.	-	668825	671049	0	1	2224	668819	Q2
XV	401479	402757	YOR037W	.	+	401479	402757	0	1	1278	401475	Q2
XVI	603746	607349	YPR022C	.	-	603746	607349	0	1	3603	603740	Q2
IV	1090392	1092549	YDR314C	.	-	1090392	1092549	0	1	2157	1090391	Q2
XV	400330	401283	YOR036W	.	+	400330	401283	0	1	953	400326	Q2
XIII	108681	110185	YML080W	.	+	108681	110185	0	1	1504	108680	Q2
X	436729	438695	YJR001W	.	+	436729	438695	0	1	1966	436725	Q2
II	526856	528069	YBR141C	.	-	526856	528069	0	1	1213	526851	Q2
VI	101567	103206	YFL018C	.	-	101567	103206	0	1	1639	101566	Q2
XIII	547661	550023	YMR140W	.	+	547661	550023	0	1	2362	547656	Q2
XV	528857	530328	YOR110W	.	+	528857	530328	0	1	1471	528852	Q2
XIII	95674	97527	YML086C	.	-	95674	97527	0	1	1853	95665	Q2
II	698242	700092	YBR239C	.	-	698242	700092	0	1	1850	698236	Q2
X	619035	619774	YJR102C	.	-	619035	619774	0	1	739	619029	Q2
XI	390179	392313	YKL025C	.	-	390179	392313	0	1	2134	390176	Q2
IV	1367434	1369492	YDR456W	.	+	1367434	1369492	0	1	2058	1367433	Q2
XIII	684448	685907	YMR208W	.	+	684448	685907	0	1	1459	684442	Q2
VII	63697	64232	YGL230C	.	-	63697	64232	0	1	535	63691	Q2
IV	751568	753272	YDR147W	.	+	751568	753272	0	1	1704	751561	Q2
VII	443549	446156	YGL027C	.	-	443549	446156	0	1	2607	443545	Q2
VII	1052597	1057412	YGR281W	.	+	1052597	1057412	0	1	4815	1052596	Q2
X	582521	583556	YJR083C	.	-	582521	583556	0	1	1035	582516	Q2
II	512981	513718	YBR137W	.	+	512981	513718	0	1	737	512976	Q2
IV	373890	375323	YDL044C	.	-	373890	375323	0	1	1433	373887	Q2
IV	1437963	1441186	YDR495C	.	-	1437963	1441186	0	1	3223	1437962	Q2
XI	404071	405217	YKL018W	.	+	404071	405217	0	1	1146	404067	Q2
VIII	130633	131473	YHR013C	.	-	130633	131473	0	1	840	130632	Q2
XVI	458741	459867	YPL052W	.	+	458741	459867	0	1	1126	458737	Q2
XIV	471346	473092	YNL083W	.	+	471346	473092	0	1	1746	471342	Q2
XIV	473345	476109	YNL082W	.	+	473345	476109	0	1	2764	473341	Q2
XII	300569	302022	YLR085C	.	-	300569	302022	0	1	1453	300566	Q2
X	83406	83895	YJL184W	.	+	83406	83895	0	1	489	83398	Q2
XVI	931346	933220	YPR196W	.	+	931346	933220	0	1	1874	931337	Q2
IV	1393151	1394617	YDR465C	.	-	1393151	1394617	0	1	1466	1393150	Q2
V	172080	172656	YER009W	.	+	172080	172656	0	1	576	172079	Q2
XVI	183176	184728	YPL191C	.	-	183176	184728	0	1	1552	183175	Q2
XII	320678	322178	YLR090W	.	+	320678	322178	0	1	1500	320675	Q2
III	276557	279856	YCR092C	.	-	276557	279856	0	1	3299	276555	Q2
VII	693326	694487	YGR101W	.	+	693326	694487	0	1	1161	693320	Q2
XV	944542	946105	YOR334W	.	+	944542	946105	0	1	1563	944533	Q2
XIV	105129	107158	YNL283C	.	-	105129	107158	0	1	2029	105128	Q2
IV	1451235	1453089	YDR501W	.	+	1451235	1453089	0	1	1854	1451234	Q2
XVI	305240	306243	YPL129W	.	+	305240	306243	0	1	1003	305237	Q2
XII	108058	109030	YLL018C-A	.	-	108058	109030	0	1	972	108057	Q2
XV	106533	108267	YOL112W	.	+	106533	108267	0	1	1734	106532	Q2
VII	22281	23612	YGL254W	.	+	22281	23612	0	1	1331	22279	Q2
XV	196502	197119	YOL071W	.	+	196502	197119	0	1	617	196501	Q2
II	494218	495384	YBR129C	.	-	494218	495384	0	1	1166	494214	Q2
II	527149	527742	YBR141W-A	.	+	527149	527742	0	1	593	527144	Q2
X	572344	573852	YJR074W	.	+	572344	573852	0	1	1508	572339	Q2
XI	408445	411610	YKL015W	.	+	408445	411610	0	1	3165	408441	Q2
XIII	647028	649327	YMR192W	.	+	647028	649327	0	1	2299	647022	Q2
XI	437700	438620	YKL002W	.	+	437700	438620	0	1	920	437696	Q2
XVI	215713	218390	YPL176C	.	-	215713	218390	0	1	2677	215711	Q2
XVI	895934	897038	YPR180W	.	+	895934	897038	0	1	1104	895926	Q2
II	371964	372786	YBR067C	.	-	371964	372786	0	1	822	371961	Q2
XI	429260	430246	YKL007W	.	+	429260	430246	0	1	986	429256	Q2
XV	474572	476958	YOR080W	.	+	474572	476958	0	1	2386	474568	Q2
XIII	216411	217146	YML030W	.	+	216411	217146	0	1	735	216409	Q2
V	326129	327049	YER083C	.	-	326129	327049	0	1	920	326126	Q2
V	27625	29618	YEL065W	.	+	27625	29618	0	1	1993	27623	Q2
XVI	308687	309627	YPL127C	.	-	308687	309627	0	1	940	308684	Q2
VIII	512245	514652	YHR206W	.	+	512245	514652	0	1	2407	512240	Q2
XIII	256017	258570	YML006C	.	-	256017	258570	0	1	2553	256015	Q2
VIII	387707	388758	YHR144C	.	-	387707	388758	0	1	1051	387704	Q2
XIII	628140	628826	YMR184W	.	+	628140	628826	0	1	686	628134	Q2
XV	372644	373479	YOR021C	.	-	372644	373479	0	1	835	372641	Q2
XIV	95127	96168	YNL286W	.	+	95127	96168	0	1	1041	95118	Q2
XIII	445429	448285	YMR089C	.	-	445429	448285	0	1	2856	445425	Q2
XI	485066	487399	YKR024C	.	-	485066	487399	0	1	2333	485062	Q2
XIII	856918	858145	YMR294W	.	+	856918	858145	0	1	1227	856910	Q2
X	236919	239167	YJL100W	.	+	236919	239167	0	1	2248	236917	Q2
XIV	44390	45317	YNL314W	.	+	44390	45317	0	1	927	44386	Q2
I	128117	129072	YAL014C	.	-	128117	129072	0	1	955	128116	Q2
XIV	677110	678517	YNR029C	.	-	677110	678517	0	1	1407	677104	Q2
XVI	422739	423932	YPL069C	.	-	422739	423932	0	1	1193	422735	Q2
V	439540	441295	YER136W	.	+	439540	441295	0	1	1755	439536	Q2
XIV	687628	690063	YNR033W	.	+	687628	690063	0	1	2435	687622	Q2
IV	1093739	1095257	YDR316W	.	+	1093739	1095257	0	1	1518	1093738	Q2
XI	205498	207822	YKL126W	.	+	205498	207822	0	1	2324	205496	Q2
IV	172434	174150	YDL159W	.	+	172434	174150	0	1	1716	172433	Q2
XV	114010	116073	YOL105C	.	-	114010	116073	0	1	2063	114009	Q2
IX	309258	310441	YIL023C	.	-	309258	310441	0	1	1183	309255	Q2
XVI	767722	769058	YPR118W	.	+	767722	769058	0	1	1336	767715	Q2
XI	137774	140748	YKL165C	.	-	137774	140748	0	1	2974	137773	Q2
XI	234231	235854	YKL108W	.	+	234231	235854	0	1	1623	234229	Q2
II	181489	182118	YBL021C	.	-	181489	182118	0	1	629	181488	Q2
X	603113	604261	YJR093C	.	-	603113	604261	0	1	1148	603107	Q2
VIII	8199	10237	YHL047C	.	-	8199	10237	0	1	2038	8191	Q2
IX	55176	56424	YIL153W	.	+	55176	56424	0	1	1248	55171	Q2
XVI	415733	418159	YPL074W	.	+	415733	418159	0	1	2426	415729	Q2
IV	603032	603610	YDR079W	.	+	603032	603610	0	1	578	603026	Q2
XIII	112381	115363	YML076C	.	-	112381	115363	0	1	2982	112380	Q2
XII	495383	498080	YLR166C	.	-	495383	498080	0	1	2697	495379	Q2
X	458554	459486	YJR011C	.	-	458554	459486	0	1	932	458550	Q2
XI	608772	611207	YKR090W	.	+	608772	611207	0	1	2435	608766	Q2
XIII	795758	796550	YMR264W	.	+	795758	796550	0	1	792	795751	Q2
XVI	162528	163620	YPL206C	.	-	162528	163620	0	1	1092	162527	Q2
XII	550638	552016	YLR203C	.	-	550638	552016	0	1	1378	550633	Q2
XVI	682191	682873	YPR067W	.	+	682191	682873	0	1	682	682185	Q2
VII	91397	92452	YGL212W	.	+	91397	92452	0	1	1055	91388	Q2
VIII	97645	98189	YHL006W-A	.	+	97645	98189	0	1	544	97636	Q2
XI	638437	640319	YKR100C	.	-	638437	640319	0	1	1882	638431	Q2
I	166563	169021	YAR014C	.	-	166563	169021	0	1	2458	166562	Q2
IV	1490567	1491062	YDR525W-A	.	+	1490567	1491062	0	1	495	1490566	Q2
XI	369196	369944	YKL036C	.	-	369196	369944	0	1	748	369193	Q2
III	172757	173501	YCR028C-A	.	-	172757	173501	0	1	744	172756	Q2
XIII	455814	457882	YMR094W	.	+	455814	457882	0	1	2068	455810	Q2
XVI	256796	259377	YPL155C	.	-	256796	259377	0	1	2581	256794	Q2
IV	1087548	1089041	YDR312W	.	+	1087548	1089041	0	1	1493	1087547	Q2
IV	556995	558106	YDR051C	.	-	556995	558106	0	1	1111	556990	Q2
XIV	670372	672207	YNR023W	.	+	670372	672207	0	1	1835	670366	Q2
XI	317606	320709	YKL064W	.	+	317606	320709	0	1	3103	317603	Q2
XII	988333	990612	YLR427W	.	+	988333	990612	0	1	2279	988324	Q2
XIII	822722	824738	YMR278W	.	+	822722	824738	0	1	2016	822714	Q2
VIII	268243	272394	YHR082C	.	-	268243	272394	0	1	4151	268241	Q2
V	456248	457789	YER143W	.	+	456248	457789	0	1	1541	456244	Q2
IV	326432	329623	YDL073W	.	+	326432	329623	0	1	3191	326429	Q2
XV	589657	592608	YOR141C	.	-	589657	592608	0	1	2951	589652	Q2
VII	579456	580375	YGR042W	.	+	579456	580375	0	1	919	579451	Q2
V	98073	99663	YEL028W	.	+	98073	99663	0	1	1590	98064	Q2
XIII	794892	795594	YMR263W	.	+	794892	795594	0	1	702	794885	Q2
II	386280	389278	YBR074W	.	+	386280	389278	0	1	2998	386277	Q2
XV	309264	310141	YOL009C	.	-	309264	310141	0	1	877	309261	Q2
II	625706	628486	YBR202W	.	+	625706	628486	0	1	2780	625700	Q2
II	351227	351890	YBR056W-A	.	+	351227	351890	0	1	663	351224	Q2
VII	525190	526736	YGR019W	.	+	525190	526736	0	1	1546	525185	Q2
X	431318	432229	YJL004C	.	-	431318	432229	0	1	911	431314	Q2
XV	820918	822369	YOR266W	.	+	820918	822369	0	1	1451	820910	Q2
IV	1080932	1084594	YDR310C	.	-	1080932	1084594	0	1	3662	1080931	Q2
V	466129	467521	YER149C	.	-	466129	467521	0	1	1392	466125	Q2
XIV	703581	705945	YNR044W	.	+	703581	705945	0	1	2364	703574	Q2
X	393886	395654	YJL025W	.	+	393886	395654	0	1	1768	393883	Q2
XI	179629	180381	YKL141W	.	+	179629	180381	0	1	752	179628	Q2
VII	411464	412181	YGL047W	.	+	411464	412181	0	1	717	411460	Q2
V	347781	348421	YER093C-A	.	-	347781	348421	0	1	640	347778	Q2
IV	926121	926926	YDR231C	.	-	926121	926926	0	1	805	926112	Q2
II	334140	336967	YBR049C	.	-	334140	336967	0	1	2827	334137	Q2
XII	147826	150330	YLL001W	.	+	147826	150330	0	1	2504	147825	Q2
VIII	18667	21157	YHL040C	.	-	18667	21157	0	1	2490	18666	Q2
IX	303587	304162	YIL027C	.	-	303587	304162	0	1	575	303584	Q2
X	239325	241995	YJL099W	.	+	239325	241995	0	1	2670	239323	Q2
XVI	76603	79380	YPL249C	.	-	76603	79380	0	1	2777	76596	Q2
XIV	629431	631161	YNR001C	.	-	629431	631161	0	1	1730	629425	Q2
XIII	443299	445219	YMR088C	.	-	443299	445219	0	1	1920	443295	Q2
XII	691534	694014	YLR274W	.	+	691534	694014	0	1	2480	691528	Q2
XVI	457021	458530	YPL053C	.	-	457021	458530	0	1	1509	457017	Q2
XI	328027	329513	YKL059C	.	-	328027	329513	0	1	1486	328024	Q2
X	624762	627036	YJR106W	.	+	624762	627036	0	1	2274	624756	Q2
IV	852496	853999	YDR198C	.	-	852496	853999	0	1	1503	852488	Q2
II	160091	161509	YBL032W	.	+	160091	161509	0	1	1418	160090	Q2
XII	1000133	1001860	YLR431C	.	-	1000133	1001860	0	1	1727	1000132	Q2
XVI	43019	44362	YPL264C	.	-	43019	44362	0	1	1343	43015	Q2
X	278785	281032	YJL083W	.	+	278785	281032	0	1	2247	278783	Q2
XV	712795	715554	YOR195W	.	+	712795	715554	0	1	2759	712788	Q2
IX	139637	140602	YIL118W	.	+	139637	140602	0	1	965	139636	Q2
VII	922509	924509	YGR216C	.	-	922509	924509	0	1	2000	922500	Q2
X	638158	639030	YJR113C	.	-	638158	639030	0	1	872	638152	Q2
XVI	690005	691865	YPR072W	.	+	690005	691865	0	1	1860	689999	Q2
V	164505	166227	YER007W	.	+	164505	166227	0	1	1722	164504	Q2
IV	1112332	1114057	YDR323C	.	-	1112332	1114057	0	1	1725	1112331	Q2
XII	922396	924496	YLR401C	.	-	922396	924496	0	1	2100	922387	Q2
XI	570221	570957	YKR068C	.	-	570221	570957	0	1	736	570216	Q2
I	154919	156780	YAR003W	.	+	154919	156780	0	1	1861	154918	Q2
X	528673	529679	YJR050W	.	+	528673	529679	0	1	1006	528668	Q2
XVI	608709	610071	YPR023C	.	-	608709	610071	0	1	1362	608703	Q2
XIV	613595	614471	YNL010W	.	+	613595	614471	0	1	876	613589	Q2
IV	52403	54188	YDL225W	.	+	52403	54188	0	1	1785	52398	Q2
XV	108186	108945	YOL111C	.	-	108186	108945	0	1	759	108185	Q2
XI	625849	626326	YKR095W-A	.	+	625849	626326	0	1	477	625843	Q2
VI	238409	239152	YFR042W	.	+	238409	239152	0	1	743	238407	Q2
XV	848430	849490	YOR284W	.	+	848430	849490	0	1	1060	848422	Q2
VII	423845	425129	YGL039W	.	+	423845	425129	0	1	1284	423841	Q2
III	54862	56583	YCL038C	.	-	54862	56583	0	1	1721	54857	Q2
II	721353	722394	YBR251W	.	+	721353	722394	0	1	1041	721346	Q2
X	612307	613119	YJR097W	.	+	612307	613119	0	1	812	612301	Q2
VII	974797	976751	YGR241C	.	-	974797	976751	0	1	1954	974788	Q2
X	81905	82987	YJL185C	.	-	81905	82987	0	1	1082	81897	Q2
XII	418337	421458	YLR138W	.	+	418337	421458	0	1	3121	418333	Q2
XI	133568	134154	YKL167C	.	-	133568	134154	0	1	586	133567	Q2
VII	270244	270826	YGL127C	.	-	270244	270826	0	1	582	270242	Q2
XIV	387171	389843	YNL126W	.	+	387171	389843	0	1	2672	387168	Q2
XI	307276	307858	YKL069W	.	+	307276	307858	0	1	582	307273	Q2
XIV	119250	121087	YNL275W	.	+	119250	121087	0	1	1837	119249	Q2
VI	239922	241455	YFR044C	.	-	239922	241455	0	1	1533	239920	Q2
XIII	896783	897642	YMR311C	.	-	896783	897642	0	1	859	896775	Q2
XI	375426	378707	YKL033W	.	+	375426	378707	0	1	3281	375423	Q2
IV	622068	624813	YDR089W	.	+	622068	624813	0	1	2745	622062	Q2
VIII	70262	72009	YHL017W	.	+	70262	72009	0	1	1747	70255	Q2
XI	403490	403920	YKL018C-A	.	-	403490	403920	0	1	430	403486	Q2
XVI	368017	369474	YPL095C	.	-	368017	369474	0	1	1457	368014	Q2
XII	221323	222172	YLR036C	.	-	221323	222172	0	1	849	221321	Q2
X	317258	319869	YJL062W	.	+	317258	319869	0	1	2611	317255	Q2
V	202159	205082	YER024W	.	+	202159	205082	0	1	2923	202157	Q2
IV	125357	126465	YDL187C	.	-	125357	126465	0	1	1108	125356	Q2
II	311860	314975	YBR038W	.	+	311860	314975	0	1	3115	311857	Q2
XV	644532	647063	YOR165W	.	+	644532	647063	0	1	2531	644526	Q2
XVI	381925	383077	YPL088W	.	+	381925	383077	0	1	1152	381922	Q2
VI	65306	68810	YFL034W	.	+	65306	68810	0	1	3504	65300	Q2
XIII	275973	277296	YMR005W	.	+	275973	277296	0	1	1323	275971	Q2
I	51718	52661	YAL049C	.	-	51718	52661	0	1	943	51713	Q2
X	67714	68805	YJL196C	.	-	67714	68805	0	1	1091	67708	Q2
II	10779	13931	YBL106C	.	-	10779	13931	0	1	3152	10778	Q2
XV	531437	533856	YOR112W	.	+	531437	533856	0	1	2419	531432	Q2
XIII	839985	841699	YMR285C	.	-	839985	841699	0	1	1714	839977	Q2
I	124781	126854	YAL016W	.	+	124781	126854	0	1	2073	124780	Q2
I	137551	138414	YAL007C	.	-	137551	138414	0	1	863	137550	Q2
IV	993122	994148	YDR262W	.	+	993122	994148	0	1	1026	993113	Q2
IV	583659	584737	YDR068W	.	+	583659	584737	0	1	1078	583654	Q2
XV	394731	397305	YOR034C	.	-	394731	397305	0	1	2574	394728	Q2
VII	513129	514390	YGR012W	.	+	513129	514390	0	1	1261	513124	Q2
XIV	164570	167157	YNL256W	.	+	164570	167157	0	1	2587	164569	Q2
XIV	697560	699474	YNR039C	.	-	697560	699474	0	1	1914	697554	Q2
XIV	577114	578818	YNL029C	.	-	577114	578818	0	1	1704	577109	Q2
IX	381061	381826	YIR014W	.	+	381061	381826	0	1	765	381058	Q2
III	288113	289296	YCR095C	.	-	288113	289296	0	1	1183	288111	Q2
V	150198	151017	YEL001C	.	-	150198	151017	0	1	819	150197	Q2
VII	678645	682284	YGR097W	.	+	678645	682284	0	1	3639	678639	Q2
XVI	364215	364756	YPL098C	.	-	364215	364756	0	1	541	364212	Q2
IV	963409	964526	YDR252W	.	+	963409	964526	0	1	1117	963400	Q2
XII	432158	432835	YLR145W	.	+	432158	432835	0	1	677	432154	Q2
XVI	671102	672243	YPR056W	.	+	671102	672243	0	1	1141	671096	Q2
VII	458973	459699	YGL018C	.	-	458973	459699	0	1	726	458969	Q2
IV	825723	827369	YDR181C	.	-	825723	827369	0	1	1646	825715	Q2
II	584679	586184	YBR177C	.	-	584679	586184	0	1	1505	584674	Q2
VII	436469	436969	YGL032C	.	-	436469	436969	0	1	500	436465	Q2
IV	159547	160967	YDL168W	.	+	159547	160967	0	1	1420	159546	Q2
XVI	428583	429625	YPL064C	.	-	428583	429625	0	1	1042	428579	Q2
XVI	553252	554347	YPL002C	.	-	553252	554347	0	1	1095	553247	Q2
XIII	716496	718572	YMR223W	.	+	716496	718572	0	1	2076	716489	Q2
IV	300053	301012	YDL087C	.	-	300053	301012	0	1	959	300050	Q2
III	296790	298664	YCR098C	.	-	296790	298664	0	1	1874	296788	Q2
V	124644	126401	YEL016C	.	-	124644	126401	0	1	1757	124643	Q2
XVI	191389	192774	YPL188W	.	+	191389	192774	0	1	1385	191388	Q2
II	675312	676355	YBR228W	.	+	675312	676355	0	1	1043	675306	Q2
X	313918	314910	YJL066C	.	-	313918	314910	0	1	992	313915	Q2
IV	817847	818691	YDR178W	.	+	817847	818691	0	1	844	817839	Q2
XVI	335885	337452	YPL114W	.	+	335885	337452	0	1	1567	335882	Q2
XIII	316888	318441	YMR021C	.	-	316888	318441	0	1	1553	316885	Q2
IV	267674	268737	YDL108W	.	+	267674	268737	0	1	1063	267672	Q2
XIII	520664	521978	YMR126C	.	-	520664	521978	0	1	1314	520659	Q2
VII	89932	91264	YGL213C	.	-	89932	91264	0	1	1332	89924	Q2
XIV	113154	116642	YNL278W	.	+	113154	116642	0	1	3488	113153	Q2
XII	224603	225222	YLR038C	.	-	224603	225222	0	1	619	224601	Q2
XVI	837691	840071	YPR156C	.	-	837691	840071	0	1	2380	837683	Q2
XV	795717	796856	YOR246C	.	-	795717	796856	0	1	1139	795710	Q2
V	472604	474019	YER152C	.	-	472604	474019	0	1	1415	472600	Q2
VIII	349534	352535	YHR120W	.	+	349534	352535	0	1	3001	349531	Q2
XIV	381225	381855	YNL130C-A	.	-	381225	381855	0	1	630	381222	Q2
VI	225575	226599	YFR034W-A	.	+	225575	226599	0	1	1024	225573	Q2
VII	368668	371311	YGL073W	.	+	368668	371311	0	1	2643	368665	Q2
XV	747421	749038	YOR216C	.	-	747421	749038	0	1	1617	747414	Q2
VII	543552	544300	YGR029W	.	+	543552	544300	0	1	748	543547	Q2
II	331812	332461	YBR047W	.	+	331812	332461	0	1	649	331809	Q2
XIV	692488	692960	YNR034W-A	.	+	692488	692960	0	1	472	692482	Q2
V	157653	159149	YER003C	.	-	157653	159149	0	1	1496	157652	Q2
X	529791	531437	YJR051W	.	+	529791	531437	0	1	1646	529786	Q2
IV	1480980	1483485	YDR520C	.	-	1480980	1483485	0	1	2505	1480979	Q2
XII	589304	591052	YLR226W	.	+	589304	591052	0	1	1748	589299	Q2
IV	1498181	1499413	YDR531W	.	+	1498181	1499413	0	1	1232	1498180	Q2
XII	802527	805171	YLR337C	.	-	802527	805171	0	1	2644	802519	Q2
XVI	725157	728782	YPR097W	.	+	725157	728782	0	1	3625	725150	Q2
VIII	92454	94678	YHL008C	.	-	92454	94678	0	1	2224	92445	Q2
VIII	98011	98808	YHL006C	.	-	98011	98808	0	1	797	98002	Q2
VIII	345807	349426	YHR119W	.	+	345807	349426	0	1	3619	345804	Q2
XIV	539827	541910	YNL047C	.	-	539827	541910	0	1	2083	539822	Q2
XIV	80575	82642	YNL293W	.	+	80575	82642	0	1	2067	80567	Q2
II	24009	24938	YBL102W	.	+	24009	24938	0	1	929	24007	Q2
VI	147092	148491	YFL001W	.	+	147092	148491	0	1	1399	147091	Q2
XIII	665572	667059	YMR201C	.	-	665572	667059	0	1	1487	665566	Q2
VII	757619	761305	YGR134W	.	+	757619	761305	0	1	3686	757612	Q2
XV	197007	198733	YOL070C	.	-	197007	198733	0	1	1726	197006	Q2
XIV	349781	350682	YNL148C	.	-	349781	350682	0	1	901	349778	Q2
IV	1510840	1511919	YDR538W	.	+	1510840	1511919	0	1	1079	1510839	Q2
X	580306	581637	YJR080C	.	-	580306	581637	0	1	1331	580301	Q2
IV	640047	643930	YDR097C	.	-	640047	643930	0	1	3883	640041	Q2
X	544685	545198	YJR058C	.	-	544685	545198	0	1	513	544680	Q2
IV	957670	958405	YDR248C	.	-	957670	958405	0	1	735	957661	Q2
VII	171311	173124	YGL176C	.	-	171311	173124	0	1	1813	171310	Q2
IV	523071	524723	YDR036C	.	-	523071	524723	0	1	1652	523066	Q2
XII	1032443	1035853	YLR450W	.	+	1032443	1035853	0	1	3410	1032442	Q2
XV	519034	520081	YOR106W	.	+	519034	520081	0	1	1047	519029	Q2
